material,wavelength_nm,intensity,intensity_smoothed,,wavelength_nm2,intensity_i0,intensity_i0_smoothed,,wavelength_nm3,,transmission,transmission_perc,transmission_perc_smoothed
plexiglas_WH02,173.232,14.191,#N/A,,173.232,26.786,#N/A,,173.232,52.9791682222056,#N/A,#N/A,#N/A
plexiglas_WH02,173.496,12.143,14.191,,173.496,28.501,26.786,,173.496,42.6055226132416,0.529791682222056,52.9791682222056,#N/A
plexiglas_WH02,173.761,12.108,13.9862,,173.761,31.911,26.9575,,173.761,37.943029049544,0.518824074932765,51.8824074932765,#N/A
plexiglas_WH02,174.025,12.746,13.79838,,174.025,31.675,27.45285,,174.025,40.2399368587214,0.502621039345642,50.2621039345642,#N/A
plexiglas_WH02,174.29,12.157,13.693142,,174.29,32.086,27.875065,,174.29,37.8887988530823,0.491232648246739,49.1232648246739,#N/A
plexiglas_WH02,174.555,13.585,13.5395278,,174.555,34.241,28.2961585,,174.555,39.6746590344908,0.478493495857397,47.8493495857397,#N/A
plexiglas_WH02,174.819,13.948,13.54407502,,174.819,36.968,28.89064265,,174.819,37.729928586886,0.468804906283384,46.8804906283384,#N/A
plexiglas_WH02,175.084,14.221,13.584467518,,175.084,38.604,29.698378385,,175.084,36.8381514868925,0.457414453472692,45.7414453472692,#N/A
plexiglas_WH02,175.348,13.948,13.6481207662,,175.348,38.968,30.5889405465,,175.348,35.7934715664135,0.446178276277752,44.6178276277752,#N/A
plexiglas_WH02,175.613,14.403,13.67810868958,,175.613,39.24,31.42684649185,,175.613,36.7048929663609,0.435236436882943,43.5236436882943,#N/A
plexiglas_WH02,175.877,13.675,13.750597820622,,175.877,40.604,32.208161842665,,175.877,33.6789478869077,0.426928984267804,42.6928984267804,#N/A
plexiglas_WH02,176.142,13.493,13.7430380385598,,176.142,41.24,33.0477456583985,,176.142,32.7182347235694,0.415854024677391,41.5854024677391,#N/A
plexiglas_WH02,176.406,13.221,13.7180342347038,,176.406,39.694,33.8669710925587,,176.406,33.3073008515141,0.405056424951979,40.5056424951979,#N/A
plexiglas_WH02,176.671,11.948,13.6683308112334,,176.671,37.24,34.4496739833028,,176.671,32.0837808807734,0.3967622688638,39.67622688638,#N/A
plexiglas_WH02,176.935,10.311,13.4962977301101,,176.935,36.058,34.7287065849725,,176.935,28.5955959842476,0.388620799829905,38.8620799829905,#N/A
plexiglas_WH02,177.2,10.857,13.1777679570991,,177.2,36.421,34.8616359264753,,177.2,29.8097251585624,0.378001995801103,37.8001995801103,#N/A
plexiglas_WH02,177.464,10.22,12.9456911613892,,177.464,35.512,35.0175723338277,,177.464,28.7790042802433,0.369691280651211,36.9691280651211,#N/A
plexiglas_WH02,177.729,10.311,12.6731220452503,,177.729,36.33,35.067015100445,,177.729,28.3815028901734,0.36139722782078,36.139722782078,#N/A
plexiglas_WH02,177.993,9.766,12.4369098407252,,177.993,36.876,35.1933135904005,,177.993,26.4833496040785,0.353388430128318,35.3388430128318,#N/A
plexiglas_WH02,178.258,9.947,12.1698188566527,,178.258,36.876,35.3615822313604,,178.258,26.9741837509491,0.344153685687172,34.4153685687172,#N/A
plexiglas_WH02,178.523,9.675,11.9475369709874,,178.523,37.694,35.5130240082244,,178.523,25.66721494137,0.336426911102263,33.6426911102263,#N/A
plexiglas_WH02,178.787,9.038,11.7202832738887,,178.787,36.057,35.731121607402,,178.787,25.0658679313309,0.32801330455467,32.801330455467,#N/A
plexiglas_WH02,179.052,9.129,11.4520549464998,,179.052,35.148,35.7637094466618,,179.052,25.9730283373165,0.320214405152226,32.0214405152226,#N/A
plexiglas_WH02,179.316,10.038,11.2197494518498,,179.316,36.148,35.7021385019956,,179.316,27.7691711851278,0.314259871330192,31.4259871330192,#N/A
plexiglas_WH02,179.581,10.038,11.1015745066649,,179.581,36.784,35.746724651796,,179.581,27.2890387124837,0.310562005744688,31.0562005744688,#N/A
plexiglas_WH02,179.845,10.401,10.9952170559984,,179.845,37.693,35.8504521866164,,179.845,27.5939829676598,0.306696746773617,30.6696746773617,#N/A
plexiglas_WH02,180.11,11.038,10.9357953503985,,180.11,37.693,36.0347069679548,,180.11,29.2839519274136,0.303479513795508,30.3479513795508,#N/A
plexiglas_WH02,180.374,9.583,10.9460158153587,,180.374,36.693,36.2005362711593,,180.374,26.1166980077944,0.302371648126088,30.2371648126088,#N/A
plexiglas_WH02,180.639,8.038,10.8097142338228,,180.639,33.693,36.2497826440434,,180.639,23.8565874217196,0.298200801366711,29.8200801366711,#N/A
plexiglas_WH02,180.903,7.583,10.5325428104405,,180.903,31.511,35.994104379639,,180.903,24.0646123575894,0.292618554954198,29.2618554954198,#N/A
plexiglas_WH02,181.168,7.31,10.2375885293965,,181.168,31.874,35.5457939416751,,181.168,22.9340528330301,0.288011249550219,28.801124955022,#N/A
plexiglas_WH02,181.432,7.037,9.94482967645683,,181.432,33.056,35.1786145475076,,181.432,21.2881171345595,0.282695319425574,28.2695319425575,#N/A
plexiglas_WH02,181.697,6.765,9.65404670881115,,181.697,34.329,34.9663530927569,,181.697,19.7063707069824,0.276095327505314,27.6095327505314,#N/A
