wavelength_nm,intensity,intensity_smoothed,,wavelength_nm2,intensity_i0,intensity_i0_smoothed,,wavelength_nm3,,transmission,transmission_perc,transmission_perc_smoothed
173.232,21.748,#N/A,,173.232,19.372,#N/A,,173.232,112.265124922569,#N/A,#N/A,#N/A
173.496,24.2,21.748,,173.496,21.729,19.372,,173.496,111.371899305076,1.12265124922569,112.265124922569,#N/A
173.761,26.915,21.9932,,173.761,23.497,19.6077,,173.761,114.546537855897,1.12166138812813,112.166138812813,#N/A
174.025,26.803,22.48538,,174.025,25.094,19.99663,,174.025,106.810392922611,1.12445847125241,112.445847125241,#N/A
174.29,27.514,22.917142,,174.29,26.272,20.506367,,174.29,104.727466504263,1.11756226736798,111.756226736798,#N/A
174.555,28.824,23.3768278,,174.555,28.781,21.0829303,,174.555,100.149404120774,1.10880354236147,110.880354236147,#N/A
174.819,35.914,23.92154502,,174.819,32.872,21.85273727,,174.819,109.25407641762,1.09467041700264,109.467041700264,#N/A
175.084,37.551,25.120790518,,175.084,33.69,22.954663543,,175.084,111.460373998219,1.0943654421657,109.43654421657,#N/A
175.348,38.823,26.3638114662,,175.348,33.962,24.0281971887,,175.348,114.313055768212,1.09720305935388,109.720305935388,#N/A
175.613,39.369,27.60973031958,,175.613,32.326,25.02157746983,,175.613,121.78741570253,1.10343683778014,110.343683778014,#N/A
175.877,40.096,28.785657287622,,175.877,33.69,25.752019722847,,175.877,119.014544375186,1.11780192767108,111.780192767108,#N/A
176.142,42.823,29.9166915588598,,176.142,34.144,26.5458177505623,,176.142,125.41881443299,1.12698323479698,112.698323479698,#N/A
176.406,43.096,31.2073224029738,,176.406,33.962,27.3056359755061,,176.406,126.894764737059,1.14288941780985,114.288941780985,#N/A
176.671,42.46,32.3961901626764,,176.671,35.598,27.9712723779555,,176.671,119.276363840665,1.1581950840466,115.81950840466,#N/A
176.935,43.369,33.4025711464088,,176.935,35.507,28.7339451401599,,176.935,122.142112822824,1.16247772394205,116.247772394205,#N/A
177.2,43.187,34.3992140317679,,177.2,32.78,29.4112506261439,,177.2,131.748017083588,1.16959372007085,116.959372007085,#N/A
177.464,42.005,35.2779926285911,,177.464,28.962,29.7481255635295,,177.464,145.034873282232,1.18588959674962,118.588959674962,#N/A
177.729,40.459,35.950693365732,,177.729,27.507,29.6695130071766,,177.729,147.086196240957,1.21170486880038,121.170486880038,#N/A
177.993,40.278,36.4015240291588,,177.993,28.325,29.4532617064589,,177.993,142.19947043248,1.23590807673352,123.590807673352,#N/A
178.258,40.641,36.7891716262429,,178.258,29.689,29.340435535813,,178.258,136.889083498939,1.2538727171019,125.38727171019,#N/A
178.523,39.096,37.1743544636186,,178.523,31.053,29.3752919822317,,178.523,125.900879142112,1.26549736037022,126.549736037022,#N/A
178.787,38.55,37.3665190172568,,178.787,32.052,29.5430627840086,,178.787,120.273305877948,1.26481534059099,126.481534059099,#N/A
179.052,36.823,37.4848671155311,,179.052,32.598,29.7939565056077,,179.052,112.960917847721,1.25813659922863,125.813659922863,#N/A
179.316,37.914,37.418680403978,,179.316,32.961,30.0743608550469,,179.316,115.026849913534,1.24420534103216,124.420534103216,#N/A
179.581,37.641,37.4682123635802,,179.581,31.78,30.3630247695422,,179.581,118.442416614223,1.23400789769685,123.400789769685,#N/A
179.845,38.095,37.4854911272222,,179.845,33.143,30.504722292588,,179.845,114.941314908125,1.22884223523419,122.884223523419,#N/A
180.11,40.368,37.5464420145,,180.11,36.961,30.7685500633292,,180.11,109.217824193068,1.22028636179541,122.028636179541,#N/A
180.374,42.55,37.82859781305,,180.374,38.961,31.3877950569963,,180.374,109.211775878443,1.20520086690887,120.520086690887,#N/A
180.639,42.55,38.300738031745,,180.639,39.87,32.1451155512967,,180.639,106.721845999498,1.19149480021701,119.149480021701,#N/A
180.903,39.822,38.7256642285705,,180.903,40.597,32.917603996167,,180.903,98.0909919452176,1.17644237512183,117.644237512183,#N/A
181.168,40.732,38.8352978057134,,181.168,40.597,33.6855435965503,,181.168,100.332536886962,1.15287727788637,115.287727788637,#N/A
181.432,42.004,39.0249680251421,,181.432,41.325,34.3766892368953,,181.432,101.643073200242,1.13521601094901,113.521601094901,#N/A
181.697,41.55,39.3228712226279,,181.697,41.052,35.0715203132057,,181.697,101.213095586086,1.12121946443882,112.121946443882,#N/A
181.961,40.186,39.5455841003651,,181.961,39.688,35.6695682818852,,181.961,101.254787341262,1.10866450044612,110.866450044612,#N/A
182.226,40.459,39.6096256903286,,182.226,39.142,36.0714114536967,,182.226,103.3646722191,1.0980891540985,109.80891540985,#N/A
182.491,40.913,39.6945631212957,,182.491,38.233,36.378470308327,,182.491,107.009651348312,1.09115536703064,109.115536703064,#N/A
182.755,40.731,39.8164068091661,,182.755,35.87,36.5639232774943,,182.755,113.551714524672,1.08895335183229,108.895335183229,116.023684848074
183.02,39.186,39.9078661282495,,183.02,34.324,36.4945309497449,,183.02,114.165015732432,1.09353004654876,109.353004654876,115.957284010606
